iter	RMSE
0	0.1719008452
1	0.1598828315
2	0.149458472
3	0.1402748189
4	0.132291062
5	0.1253474625
6	0.1190395364
7	0.1135092513
8	0.108385299
9	0.103934139
10	0.1001903732
11	0.09700522786
12	0.09419807859
13	0.09143595026
14	0.08883579139
15	0.0866621956
16	0.08469058826
17	0.08280816099
18	0.08156250722
19	0.0800661313
20	0.07883623716
21	0.07738558289
22	0.07643297675
23	0.07531811897
24	0.07437497511
25	0.07346026021
26	0.07254401155
27	0.07178201778
28	0.07136625737
29	0.07068413028
30	0.07008978347
31	0.06950836397
32	0.06926386303
33	0.06870913477
34	0.06826443616
35	0.0677099512
36	0.06739603326
37	0.0669764812
38	0.06648009372
39	0.06590771646
40	0.06574588721
41	0.06541403678
42	0.06514459509
43	0.06478554381
44	0.06457221161
45	0.06408198045
46	0.06383856772
47	0.06348531037
48	0.06329804288
49	0.06292425277
50	0.06273905905
51	0.0624269631
52	0.06214601793
53	0.06203971395
54	0.06176984634
55	0.06167305802
56	0.06123868239
57	0.06099067767
58	0.06069402322
59	0.06061292371
60	0.06036991928
61	0.06011780107
62	0.06005797654
63	0.05976197773
64	0.05965071971
65	0.05947416764
66	0.0591991313
67	0.05895804838
68	0.05878326706
69	0.05859675728
70	0.05833250017
71	0.05821966069
72	0.05804743228
73	0.0579070299
74	0.05778752098
75	0.05758073879
76	0.05736300374
77	0.05715414218
78	0.05704303728
79	0.05679507578
80	0.05657309711
81	0.05650458983
82	0.0562985578
83	0.05616134997
84	0.05594492879
85	0.05582266443
86	0.05569428767
87	0.05558330352
88	0.05545722534
89	0.05526472763
90	0.05516601167
91	0.05492776196
92	0.05482883504
93	0.0547598205
94	0.05463766412
95	0.05448794152
96	0.05432150517
97	0.0541836585
98	0.05403418452
99	0.05386087735
100	0.05367650266
101	0.05354182319
102	0.0534112264
103	0.05332603291
104	0.05315286806
105	0.05299963136
106	0.05289010536
107	0.05281259295
108	0.05265443063
109	0.05259332415
110	0.05247316183
111	0.05223659163
112	0.05201619036
113	0.05192216162
114	0.0518346625
115	0.0517001264
116	0.05157157748
117	0.05146673679
118	0.05133543136
119	0.05119718507
120	0.05112764203
121	0.05097391787
122	0.05081108945
123	0.05065029367
124	0.05058560282
125	0.05046696287
126	0.05029939621
127	0.05018469977
128	0.0500688932
129	0.04996524066
130	0.04978995232
131	0.04966259593
132	0.04959525539
133	0.04944320092
134	0.04932236989
135	0.04921465716
136	0.04906676132
137	0.04895090871
138	0.0488769588
139	0.048841562
140	0.04873500926
141	0.04865074724
