iter	RMSE
0	0.1742646975
1	0.1645502376
2	0.1555727025
3	0.1475617125
4	0.1404671383
5	0.1340713471
6	0.1283712389
7	0.1230511992
8	0.1181582185
9	0.1137589104
10	0.1099059196
11	0.1065648997
12	0.1032746241
13	0.1002924008
14	0.09783810649
15	0.09523133628
16	0.09305719536
17	0.09099922737
18	0.08905920771
19	0.087533498
20	0.0859871369
21	0.08462551914
22	0.08334074236
23	0.08204232363
24	0.0809583809
25	0.08003671948
26	0.07909324922
27	0.07815755277
28	0.07730471216
29	0.07672825192
30	0.07601747379
31	0.07507790446
32	0.07450733712
33	0.07390421478
34	0.07346636405
35	0.07315674758
36	0.07263890228
37	0.07215560173
38	0.0717388123
39	0.07125028721
40	0.07092721009
41	0.07069037178
42	0.07045787897
43	0.06991761282
44	0.06950852654
45	0.06911383525
46	0.06873430055
47	0.06845367803
48	0.06819278478
49	0.06797507784
50	0.0677828799
51	0.06734949243
52	0.06711503323
53	0.06687988394
54	0.06667826511
55	0.06651181484
56	0.06633879416
57	0.06615959342
58	0.06602140425
59	0.06570379694
60	0.06535842112
61	0.06518130422
62	0.06482840591
63	0.06470558245
64	0.06452680008
65	0.06436922392
66	0.06411347311
67	0.06400666899
68	0.06386296251
69	0.0636915056
70	0.06352242482
71	0.06336314052
72	0.06313760678
73	0.06298522081
74	0.06267498717
75	0.06251997874
76	0.06229250258
77	0.06215797376
78	0.0619844132
79	0.06182302836
80	0.06161974799
81	0.06143727799
82	0.06132861537
83	0.06120156184
84	0.06107586678
85	0.06098541795
86	0.06090855072
87	0.06072548071
88	0.06065215759
89	0.06060146698
90	0.06054324807
91	0.06038189064
92	0.06024014228
93	0.06000744059
94	0.05984816805
95	0.05969523391
96	0.05954011351
97	0.05942107609
98	0.05931250589
99	0.05919358564
100	0.05904326205
101	0.05881788228
102	0.058710177
103	0.05857985587
104	0.05851126763
105	0.05842452211
106	0.05835538299
107	0.05819661473
108	0.05806913933
109	0.05797405324
110	0.05791162535
111	0.05783054206
112	0.05778717561
113	0.05769303361
114	0.05761043854
115	0.05742065583
116	0.05734154023
117	0.05722520593
118	0.05712716763
119	0.05704861264
120	0.05690610324
121	0.05677816485
122	0.05670950527
123	0.05667199022
124	0.05655459509
125	0.05646383757
126	0.05635774598
127	0.05625365635
128	0.05614188023
129	0.0560975157
130	0.05604172678
131	0.05589654963
132	0.0557530836
133	0.05560483589
134	0.0554463133
135	0.05534818689
136	0.05527895369
137	0.05514743713
138	0.0550981613
139	0.05500743211
140	0.05486940953
141	0.05475976072
142	0.05469225271
143	0.05459196137
144	0.05450985192
145	0.05444111044
146	0.05439413445
147	0.05427262255
148	0.05420324222
149	0.05410819846
150	0.05404784496
151	0.05397839584
152	0.05382422515
153	0.05374116612
154	0.05358207969
155	0.05349167673
156	0.05337238834
157	0.05323127277
158	0.05318877527
159	0.05308048563
160	0.0529992836
161	0.05288673233
162	0.05277584074
163	0.05267916752
164	0.05261670769
165	0.0524999494
166	0.05240557671
167	0.05234057716
168	0.05222540696
169	0.05217482138
170	0.05207348514
171	0.05202638841
172	0.0519877128
173	0.05188492116
174	0.05177175366
175	0.0517260718
176	0.05164980288
177	0.05153863463
178	0.05145808252
179	0.05136100381
180	0.05126971926
181	0.05116477932
182	0.05105341966
183	0.05098694768
184	0.05094215207
185	0.05085797245
186	0.0507933419
187	0.05075629393
188	0.05070660186
189	0.0506180919
190	0.05054610734
191	0.05043299951
192	0.0503601339
193	0.0502414934
194	0.05019092329
195	0.05013207727
196	0.05006193002
197	0.04998393335
198	0.04993407752
199	0.049875168
200	0.04977451314
201	0.04973047579
202	0.04965310153
203	0.04959095961
204	0.04955052252
205	0.04942307094
206	0.04934242564
207	0.04924164126
208	0.04921733742
209	0.04917244861
210	0.04906731911
211	0.04901202148
212	0.04893065843
213	0.04884579323
214	0.0487892407
215	0.04874625626
216	0.04870171644
217	0.04859193836
218	0.04854593027
219	0.04850449211
220	0.04845651131
221	0.0483715676
222	0.04827750981
223	0.04820021933
224	0.04816455053
225	0.04807450287
226	0.04799831178
227	0.04793926852
228	0.04789374335
229	0.04785398414
230	0.04781330372
231	0.04774194024
232	0.04767811543
233	0.0476426016
234	0.04760763897
235	0.04755605078
236	0.04749003875
237	0.04742465065
