iter	Passed	Remaining
695	9515	1421
696	9528	1408
697	9542	1394
698	9556	1380
699	9569	1367
700	9583	1353
701	9596	1339
702	9610	1326
703	9624	1312
704	9637	1298
705	9650	1284
706	9664	1271
707	9677	1257
708	9690	1243
709	9703	1230
710	9717	1216
711	9730	1202
712	9743	1188
713	9757	1175
714	9770	1161
715	9784	1147
716	9797	1134
717	9810	1120
718	9823	1106
719	9837	1093
720	9850	1079
721	9864	1065
722	9878	1052
723	9891	1038
724	9905	1024
725	9918	1010
726	9932	997
727	9945	983
728	9958	969
729	9971	956
730	9985	942
731	9998	928
732	10012	915
733	10025	901
734	10038	887
735	10051	874
736	10065	860
737	10078	846
738	10091	832
739	10104	819
740	10117	805
741	10131	791
742	10144	778
743	10158	764
744	10171	750
745	10186	737
746	10199	723
747	10212	709
748	10225	696
749	10239	682
750	10252	668
751	10266	655
752	10279	641
753	10293	627
754	10307	614
755	10320	600
756	10333	586
757	10346	573
758	10360	559
759	10373	545
760	10386	532
761	10399	518
762	10412	504
763	10425	491
764	10439	477
765	10452	463
766	10465	450
767	10478	436
768	10491	422
769	10504	409
770	10518	395
771	10531	381
772	10544	368
773	10558	354
774	10571	341
775	10585	327
776	10598	313
777	10612	300
778	10625	286
779	10638	272
780	10651	259
781	10666	245
782	10679	231
783	10692	218
784	10705	204
785	10719	190
786	10732	177
787	10745	163
788	10757	149
789	10771	136
790	10784	122
791	10798	109
792	10811	95
793	10825	81
794	10838	68
795	10852	54
796	10865	40
797	10879	27
798	10893	13
799	10906	0
