iter	RMSE
0	0.1792589986
1	0.173630896
2	0.168263655
3	0.1630519915
4	0.1581832939
5	0.153558922
6	0.1491298591
7	0.1447595008
8	0.1405328197
9	0.1364377448
10	0.1326949475
11	0.1291955297
12	0.1257021813
13	0.1222948474
14	0.1191331487
15	0.1159840252
16	0.1131109586
17	0.1102467642
18	0.1075181993
19	0.1048486792
20	0.1024534019
21	0.1001336921
22	0.09783204307
23	0.09577306764
24	0.09378426623
25	0.09193747345
26	0.09007765116
27	0.08827440612
28	0.08660531474
29	0.08489864938
30	0.08340200779
31	0.08194045529
32	0.08051809301
33	0.07930103644
34	0.07806635128
35	0.07677454754
36	0.07548936204
37	0.07429314673
38	0.07318634482
39	0.07218783114
40	0.07136337161
41	0.07047163418
42	0.06964675316
43	0.06877059858
44	0.06798634583
45	0.06720815218
46	0.06643512108
47	0.06561161997
48	0.06488423102
49	0.06424116498
50	0.06363244403
51	0.06297775635
52	0.0623659494
53	0.06171327544
54	0.06114444247
55	0.06058994863
56	0.06009610325
57	0.05956515848
58	0.05914726451
59	0.05861606402
60	0.05817114906
61	0.05781606592
62	0.05750086424
63	0.05714117093
64	0.05680969695
65	0.05636544982
66	0.05601424864
67	0.05565747682
68	0.05534292204
69	0.05502841731
70	0.05473633184
71	0.05441423027
72	0.05407089507
73	0.05369129087
74	0.05342089692
75	0.05313574036
76	0.05288465635
77	0.05267308716
78	0.05244409318
79	0.05217175879
80	0.05195918804
81	0.05178174097
82	0.05150626122
83	0.0512757796
84	0.05099988293
85	0.05075838794
86	0.05045848441
87	0.05032430457
88	0.05011258183
89	0.04988639111
90	0.04965944352
91	0.0495020142
92	0.04929898263
93	0.04914328699
94	0.04896565687
95	0.04879521413
96	0.04863640297
97	0.04849791546
98	0.04834406761
99	0.04825194969
100	0.04807694052
101	0.04795731607
102	0.04787464048
103	0.04771201701
104	0.04752754973
105	0.04737164195
106	0.04728125695
107	0.04713865689
108	0.04698078691
109	0.04680737058
110	0.04665512009
111	0.04652797492
112	0.04642730923
113	0.04629770816
114	0.04620234855
115	0.04608414302
