iter	Passed	Remaining
245	12880	39478
246	12910	39358
247	12949	39266
248	12992	39186
249	13019	39059
250	13047	38933
251	13081	38828
252	13107	38700
253	13130	38564
254	13163	38458
255	13201	38368
256	13227	38242
257	13257	38127
258	13297	38043
259	13335	37956
260	13374	37867
261	13415	37788
262	13448	37685
263	13485	37596
264	13526	37518
265	13555	37404
266	13587	37301
267	13623	37210
268	13655	37109
269	13695	37028
270	13725	36922
271	13757	36821
272	13777	36688
273	13808	36586
274	13833	36470
275	13872	36389
276	13894	36266
277	13932	36185
278	13963	36084
279	13990	35975
280	14019	35872
281	14058	35795
282	14097	35717
283	14129	35622
284	14146	35491
285	14175	35389
286	14208	35299
287	14238	35200
288	14270	35108
289	14312	35041
290	14351	34965
291	14392	34897
292	14422	34801
293	14470	34750
294	14510	34678
295	14547	34600
296	14575	34499
297	14593	34378
298	14618	34272
299	14646	34174
300	14665	34057
301	14683	33937
302	14722	33866
303	14754	33779
304	14781	33681
305	14815	33601
306	14844	33509
307	14883	33439
308	14914	33351
309	14949	33274
310	14985	33198
311	15021	33124
312	15050	33034
313	15090	32967
314	15121	32883
315	15142	32777
316	15178	32703
317	15213	32627
318	15243	32542
319	15277	32465
320	15308	32381
321	15340	32301
322	15371	32217
323	15404	32140
324	15439	32066
325	15466	31977
326	15498	31896
327	15534	31827
328	15556	31727
329	15590	31654
330	15613	31557
331	15635	31459
332	15664	31375
333	15696	31299
334	15734	31233
335	15755	31136
336	15774	31034
337	15795	30936
338	15825	30856
339	15857	30781
340	15884	30698
341	15908	30607
342	15938	30529
343	15963	30442
344	15997	30372
345	16016	30273
346	16050	30205
347	16078	30123
348	16119	30067
349	16149	29991
350	16187	29930
351	16223	29865
352	16261	29805
353	16304	29752
354	16333	29675
355	16366	29606
356	16397	29533
357	16426	29457
358	16453	29378
359	16489	29314
360	16529	29258
361	16571	29205
362	16609	29147
363	16638	29070
364	16661	28986
365	16690	28912
366	16720	28840
367	16742	28752
368	16781	28696
369	16811	28624
370	16841	28553
371	16883	28502
372	16920	28443
373	16952	28375
374	16980	28301
375	17016	28240
376	17049	28174
377	17080	28106
378	17110	28035
379	17144	27972
380	17174	27903
381	17205	27834
382	17238	27770
383	17267	27699
384	17304	27642
385	17339	27580
386	17366	27508
387	17395	27439
388	17435	27386
389	17467	27321
390	17500	27258
391	17533	27194
392	17565	27130
393	17588	27052
394	17622	26991
395	17647	26917
396	17670	26839
397	17700	26772
398	17730	26707
399	17765	26648
400	17792	26578
401	17832	26526
402	17864	26464
403	17902	26411
404	17925	26335
405	17945	26255
406	17976	26192
407	18006	26126
408	18033	26057
409	18060	25989
410	18086	25919
411	18107	25842
412	18132	25772
413	18170	25720
414	18199	25654
415	18227	25588
416	18250	25516
417	18281	25453
418	18303	25380
419	18331	25314
420	18363	25254
421	18400	25201
422	18430	25139
423	18462	25081
424	18488	25014
425	18521	24956
426	18558	24903
427	18590	24845
428	18617	24780
429	18646	24717
430	18672	24650
431	18709	24599
432	18737	24535
433	18762	24469
434	18795	24412
435	18826	24353
436	18860	24298
437	18896	24246
438	18923	24182
439	18949	24117
440	18981	24060
441	19019	24010
442	19054	23957
443	19073	23885
444	19104	23826
445	19132	23764
446	19153	23695
447	19184	23637
448	19211	23575
449	19251	23530
450	19277	23466
451	19306	23407
452	19334	23346
453	19370	23296
454	19390	23225
455	19434	23184
456	19472	23136
457	19500	23077
458	19544	23035
459	19579	22985
460	19607	22924
461	19632	22862
462	19671	22815
463	19706	22764
464	19728	22697
465	19744	22626
466	19766	22560
467	19788	22494
468	19810	22429
469	19828	22359
470	19855	22300
471	19881	22240
472	19901	22174
473	19925	22111
474	19946	22046
475	19969	21983
476	20000	21929
477	20027	21870
478	20054	21812
479	20091	21765
480	20121	21710
481	20147	21652
482	20184	21605
483	20218	21555
484	20248	21500
485	20272	21440
486	20299	21383
487	20336	21336
488	20371	21287
489	20402	21235
490	20432	21181
491	20456	21122
492	20487	21069
493	20510	21008
494	20532	20947
495	20569	20901
496	20598	20846
497	20630	20796
498	20661	20744
499	20684	20684
500	20713	20630
501	20747	20581
502	20796	20548
503	20834	20504
504	20861	20448
505	20896	20400
506	20933	20355
507	20953	20293
508	20982	20240
509	21013	20189
510	21036	20130
511	21076	20088
512	21101	20032
513	21141	19989
514	21158	19926
515	21207	19892
516	21242	19845
517	21270	19792
518	21291	19732
519	21326	19686
520	21354	19632
521	21389	19586
522	21415	19531
523	21434	19471
524	21472	19427
525	21496	19371
526	21538	19331
527	21566	19279
528	21593	19226
529	21619	19172
530	21647	19120
531	21678	19070
532	21705	19017
533	21733	18965
534	21765	18918
535	21793	18865
536	21827	18820
537	21861	18773
538	21895	18727
539	21937	18687
540	21971	18641
541	22000	18590
542	22027	18539
543	22068	18498
544	22085	18438
545	22103	18379
546	22130	18327
547	22160	18278
548	22205	18241
549	22230	18188
550	22260	18139
551	22285	18086
552	22316	18038
553	22348	17992
554	22375	17940
555	22400	17887
556	22433	17841
557	22461	17792
558	22496	17747
559	22530	17702
560	22562	17656
561	22598	17612
562	22630	17565
563	22657	17515
564	22684	17464
565	22719	17420
566	22752	17375
567	22784	17328
568	22816	17282
569	22859	17244
570	22892	17199
571	22931	17158
572	22953	17105
573	22979	17054
574	23002	17002
575	23027	16950
576	23063	16907
577	23084	16854
578	23123	16813
579	23168	16776
580	23204	16734
581	23232	16686
582	23263	16639
583	23295	16594
584	23315	16540
585	23335	16485
586	23358	16434
587	23388	16387
588	23414	16338
589	23449	16295
590	23475	16245
591	23497	16194
592	23530	16149
593	23564	16106
594	23591	16058
595	23628	16016
596	23658	15970
597	23686	15923
598	23722	15881
599	23741	15827
600	23780	15787
601	23814	15744
602	23839	15695
603	23865	15647
604	23888	15596
605	23919	15551
606	23949	15506
607	23979	15460
608	24007	15413
609	24029	15362
610	24047	15310
611	24074	15262
612	24106	15218
613	24130	15170
614	24156	15122
615	24181	15074
616	24214	15031
617	24242	14984
618	24277	14942
619	24311	14900
620	24342	14856
621	24367	14808
622	24399	14764
623	24422	14716
624	24453	14672
625	24482	14626
626	24509	14580
627	24534	14533
628	24555	14483
629	24583	14437
630	24603	14387
631	24639	14347
632	24666	14301
633	24689	14253
634	24715	14206
635	24758	14170
636	24788	14126
637	24823	14084
638	24847	14037
639	24881	13995
640	24908	13950
641	24930	13901
642	24957	13856
643	24980	13809
644	25011	13765
645	25031	13716
646	25061	13673
647	25091	13630
648	25129	13590
649	25157	13546
650	25183	13501
651	25219	13460
652	25247	13416
653	25277	13372
654	25306	13329
655	25332	13283
656	25360	13239
657	25390	13197
658	25414	13150
659	25449	13110
660	25470	13062
661	25488	13013
662	25525	12974
663	25559	12933
664	25588	12890
665	25619	12848
666	25648	12804
667	25670	12758
668	25701	12716
669	25734	12675
670	25761	12631
671	25805	12595
672	25833	12552
673	25859	12507
674	25891	12466
675	25924	12425
676	25961	12386
677	25992	12344
678	26033	12307
679	26058	12262
680	26098	12225
681	26136	12186
682	26171	12146
683	26204	12105
684	26226	12060
685	26259	12019
686	26296	11980
687	26336	11943
688	26363	11899
689	26384	11853
690	26422	11815
691	26455	11775
692	26489	11734
693	26526	11696
694	26560	11655
695	26588	11613
696	26624	11574
697	26651	11530
698	26679	11488
699	26702	11444
700	26727	11399
701	26746	11354
702	26778	11313
703	26811	11272
704	26846	11233
705	26872	11190
706	26906	11150
707	26936	11109
708	26967	11068
709	26995	11026
710	27013	10980
711	27037	10936
712	27064	10894
713	27099	10855
714	27119	10809
715	27139	10764
716	27169	10723
717	27187	10678
718	27222	10639
719	27254	10598
720	27275	10554
721	27303	10513
722	27340	10474
723	27360	10430
724	27387	10388
725	27420	10348
726	27462	10312
727	27487	10270
728	27519	10230
729	27545	10187
730	27580	10149
731	27604	10106
732	27632	10065
733	27658	10023
734	27682	9980
735	27716	9941
736	27744	9900
737	27769	9858
738	27799	9818
739	27825	9776
740	27857	9736
741	27879	9694
742	27907	9653
743	27925	9608
744	27950	9566
745	27981	9527
746	28007	9485
747	28026	9442
748	28053	9401
749	28081	9360
750	28102	9317
751	28130	9277
752	28151	9234
753	28175	9192
754	28196	9149
755	28228	9110
756	28258	9070
757	28278	9028
758	28306	8987
759	28342	8950
760	28372	8910
761	28392	8868
762	28421	8828
763	28449	8788
764	28492	8752
765	28512	8710
766	28540	8670
767	28571	8630
768	28596	8590
769	28632	8552
770	28668	8515
771	28695	8474
772	28721	8434
773	28753	8395
774	28776	8354
775	28814	8317
776	28844	8278
777	28868	8237
778	28897	8198
779	28916	8156
780	28947	8117
781	28979	8078
782	29011	8040
783	29035	7999
784	29069	7961
785	29100	7922
786	29140	7886
787	29182	7851
788	29218	7813
789	29240	7772
790	29265	7732
791	29296	7693
792	29331	7656
793	29357	7616
794	29390	7578
795	29417	7539
796	29443	7499
797	29481	7462
798	29509	7423
799	29538	7384
800	29563	7344
801	29585	7304
802	29619	7266
803	29650	7228
804	29673	7187
805	29701	7148
806	29728	7109
807	29760	7071
808	29784	7031
809	29815	6993
810	29851	6956
811	29871	6916
812	29897	6876
813	29938	6840
814	29965	6801
815	29994	6763
816	30020	6724
817	30041	6683
818	30069	6645
819	30103	6608
820	30132	6569
821	30160	6531
822	30189	6492
823	30226	6456
824	30258	6418
825	30286	6379
826	30315	6341
827	30339	6302
828	30361	6262
829	30388	6224
830	30415	6185
831	30442	6146
832	30471	6108
833	30501	6071
834	30532	6033
835	30562	5995
836	30580	5955
837	30604	5916
838	30634	5878
839	30664	5840
840	30693	5802
841	30713	5763
842	30738	5724
843	30771	5687
844	30794	5648
845	30818	5609
846	30849	5572
847	30877	5534
848	30911	5497
849	30930	5458
850	30957	5420
851	30984	5382
852	31023	5346
853	31052	5308
854	31080	5270
855	31110	5233
856	31136	5195
857	31161	5157
858	31189	5119
859	31208	5080
860	31242	5043
861	31276	5007
862	31312	4970
863	31350	4934
864	31370	4896
865	31403	4859
866	31428	4821
867	31452	4783
868	31481	4745
869	31511	4708
870	31534	4670
871	31560	4632
872	31594	4596
873	31621	4558
874	31641	4520
875	31664	4482
876	31691	4444
877	31729	4408
878	31761	4372
879	31790	4335
880	31821	4298
881	31854	4261
882	31887	4225
883	31911	4187
884	31929	4149
885	31955	4111
886	31980	4074
887	32014	4037
888	32034	3999
889	32060	3962
890	32087	3925
891	32110	3887
892	32139	3851
893	32166	3813
894	32201	3777
895	32239	3742
896	32261	3704
897	32283	3667
898	32318	3630
899	32347	3594
900	32374	3557
901	32404	3520
902	32433	3484
903	32462	3447
904	32487	3410
905	32511	3373
906	32530	3335
907	32553	3298
908	32573	3260
909	32598	3224
910	32631	3187
911	32652	3150
912	32674	3113
913	32695	3076
914	32723	3039
915	32743	3002
916	32767	2965
917	32790	2929
918	32816	2892
919	32843	2855
920	32869	2819
921	32889	2782
922	32917	2746
923	32937	2709
924	32967	2673
925	33000	2637
926	33027	2600
927	33065	2565
928	33088	2528
929	33122	2493
930	33148	2456
931	33181	2420
932	33208	2384
933	33239	2348
934	33265	2312
935	33291	2276
936	33319	2240
937	33356	2204
938	33400	2169
939	33427	2133
940	33457	2097
941	33484	2061
942	33516	2025
943	33549	1990
944	33582	1954
945	33603	1918
946	33630	1882
947	33652	1845
948	33675	1809
949	33703	1773
950	33737	1738
951	33777	1703
952	33808	1667
953	33840	1631
954	33864	1595
955	33903	1560
956	33925	1524
957	33955	1488
958	33981	1452
959	34016	1417
960	34046	1381
961	34079	1346
962	34110	1310
963	34144	1275
964	34178	1239
965	34199	1203
966	34235	1168
967	34260	1132
968	34295	1097
969	34337	1061
970	34360	1026
971	34389	990
972	34417	955
973	34454	919
974	34486	884
975	34512	848
976	34538	813
977	34574	777
978	34602	742
979	34625	706
980	34649	671
981	34676	635
982	34699	600
983	34733	564
984	34755	529
985	34781	493
986	34817	458
987	34847	423
988	34876	387
989	34911	352
990	34937	317
991	34974	282
992	34999	246
993	35034	211
994	35060	176
995	35079	140
996	35108	105
997	35137	70
998	35170	35
999	35205	0
