iter	RMSE
0	0.2293349843
1	0.2196218387
2	0.2113164161
3	0.201986752644	0.19507067455	0.1880010814666	0.1803494889
7	0.174921872
88	0.1681865659	9	0.1629353571110	0.1580550336111	0.1536456074112	0.1495687202113	0.1458133994114	0.1424549892115	0.1390208349116	0.1360762401717	0.133220062118	0.1309020461119	0.1286976139220	0.1260377099
21	0.124177216
22	0.1222051663
23	0.1204485251
24	0.118735902
25	0.1171091335
26	0.1157989144
27	0.1145662104
28	0.1132062862
29	0.1122265397
30	0.1112042093
31	0.1101587785
32	0.109285945
33	0.1085111432
34	0.1077215971
35	0.1068925214
36	0.1062610725
37	0.1055485967
38	0.1049295646
39	39	0.1053386840	40	0.1045897247
41	0.1040487915
42	0.1034862743	43	0.1028477244	44	0.1022663945	0.101342478
46	0.1008306375
47	047	0.100901448	0.100003571
49	0.09970253559
50	0.09939329113
51	0.09916729147552	52	0.09915646553	53	0.0988717554	054	0.09834955	55	55	0.0979956	056	0.09684402781
57	0.09647084768
58	0.09615395005
59	0.09596972562
60	60	0.09670146661	61	0.09650758262	0.09506299506
63	0.09481526509
64	0.09465185613
65	0.0943496166	066	0.0940309067	0.09433042389
68	068	0.0935625369	069	0.0933293770	70	0.09303411071	71	0.09291527472	0.09340768436
73	0.09322692653
7474	0.09211293747575	0.09193276467676	0.09178838527777	0.09159394187778	0.09138975235779	0.09114467477880	0.091021922181	0.09087523854
82	0.09074983557
83	0.09052489218
84	0.09031362534
885	0.09117878911886	0.0908414411
87	0.09094997628
88	0.09076426205
89	0.09066954735
90	0.09019982542991	0.09006885609992	0.08992773321993	0.08967785803994	0.08956367879995	0.08947420563996	0.08928766099797	0.08913622829898	0.08890650919999	0.08873374081100	0.088584980710101	0.0885089638102	0.08902020176
10103	0.088213282110104	0.088106684610105	0.088003206610106	0.087849408107107	0.087784060108108	0.087553378109109	0.087304931110110	0.087227591111	0.0868038354
11112	0.08747373891113	0.0873502133
114	0.08726477639
115	0.08710223816
116	116	0.08658789117	0.08616830895
118	0.08661267066
119	0.08645427594
120	0.0857116817
121	0.08566640807
